52563530834.49921,-8155639379.660187,47834019169.21701,-652382037464.2344,-29798093147.847656,491490111730.1914,-1052509847102.5234
67949351699.9205,1365290605.4212036,65898774348.60312,-280720998848.46094,-245789063090.33203,-271927495526.20703,359101015932.39844
65809188622.02316,-255092241.3626709,75428960851.83823,-1318127848087.5781,473438412440.6719,-87500159145.1875,2541178116011.6875
73839274234.14618,-191744316.05203247,73157568197.20355,-986718738924.3438,165450191829.2246,-147148517921.99805,2280821362371.328
57199020373.30582,1294227625.0272217,54164587093.15259,802856786085.7109,4986848617.0390625,609902957181.3057,357118192623.60156
81521716602.69897,-4848086646.370148,66334225697.06323,1528316672123.789,274405879676.1416,231077491564.67578,3866098690022.914
57125168088.78616,2400554134.4990845,61368331781.5956,-137358311859.71875,661239199790.6006,-167620862412.33203,3459730515998.5273
94168161433.74146,3568259218.258545,96372840169.9768,-798386618205.6406,106352703356.69922,-130603658897.07617,3496579300769.0234
56067014267.36136,5297666455.573212,61905080374.20285,788103516117.2109,625029155862.2529,-53627943879.81543,551347472472.9766
68406618241.36069,351221700.9785156,73139802611.79703,225132976479.60156,240594761991.96777,146784382341.18164,3996983241176.0234
72757736420.09238,13481550431.055359,75651818878.70233,-874459825943.3594,177807134187.52344,636742750666.6426,2628085785974.0234
